# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.2.0
#@/tick	7179
#@/user_id	ff85f8fa-9b37-4781-86d8-a82aef9341bf
a 	啊	c=21 d=1.40163 t=7179
ci wen jian 	此文件	c=1 d=0.0141931 t=7179
codeblocks 	Code::Blocks	c=1 d=1.87889e-08 t=7179
cong 	從	c=17 d=0.384812 t=7179
cong cong 	匆匆	c=1 d=6.30297e-12 t=7179
cong er 	從而	c=1 d=3.85205e-13 t=7179
cong hui 	聰慧	c=0 d=0.0790571 t=7179
cong tou 	從頭	c=1 d=1.51149e-07 t=7179
cong tou dao wei 	從頭到尾	c=1 d=9.35603e-12 t=7179
cu 	簇	c=1 d=2.10752e-06 t=7179
cu 	粗	c=1 d=1 t=3092
cu ti 	粗體	c=1 d=4.13994e-08 t=7179
cu xi 	粗細	c=1 d=6.08411e-08 t=7179
cun 	存	c=1 d=8.30088e-16 t=7179
cun chu 	存儲	c=1 d=1.25946e-08 t=7179
cun chu qi 	存儲器	c=1 d=0.0178173 t=7179
cun fang 	存放	c=1 d=1.45598e-08 t=7179
cun zai 	存在	c=8 d=0.88692 t=7179
cuo 	錯	c=3 d=0.499074 t=7179
cuo de 	錯的	c=2 d=8.09134e-11 t=7179
cuo le 	錯了	c=4 d=0.000206609 t=7179
cuo shou bu ji 	措手不及	c=1 d=1.41613e-05 t=7179
cuo wu 	錯誤	c=9 d=0.000165755 t=7179
cuo wu lv 	錯誤率	c=2 d=0.0057417 t=7179
d v d 	DVD	c=1 d=3.03849e-16 t=7179
da 	大	c=5 d=0.484789 t=7179
da an 	答案	c=1 d=1.62219e-15 t=7179
da bai yun 	大白雲	c=1 d=1.01091e-10 t=7179
da bao 	打包	c=1 d=0.0271874 t=7179
da bu fen 	大部分	c=6 d=0.961777 t=7179
da chu lai 	打出來	c=2 d=1.59346e-08 t=7179
da cuo zi 	打錯字	c=1 d=6.8989e-16 t=7179
da dan 	大膽	c=1 d=1.66643e-08 t=7179
da dao 	達到	c=1 d=1.81396e-06 t=7179
da di 	大抵	c=1 d=0.778801 t=7179
da dong tian 	大冬天	c=1 d=0.0916297 t=7179
da duo shu 	大多數	c=2 d=5.49729e-13 t=7179
da fan wei 	大範圍	c=1 d=5.90731e-14 t=7179
da gai 	大概	c=7 d=0.502454 t=7179
da ge 	打個	c=1 d=1.43085e-09 t=7179
da geng xin 	大更新	c=1 d=9.85783e-09 t=7179
da gong si 	大公司	c=1 d=3.62588e-07 t=7179
da hui lai 	打回來	c=1 d=1 t=915
da hui qu 	打回去	c=1 d=1 t=822
da huo 	大夥	c=2 d=2.77508e-08 t=7179
da jia 	大家	c=4 d=0.190139 t=7179
da jia hao 	大家好	c=8 d=7.53996 t=3960
da jian 	搭建	c=1 d=0.557106 t=7179
da jiang 	大疆	c=1 d=0.000889368 t=7179
da jiang you 	打醬油	c=1 d=6.08722e-14 t=7179
da kai 	打開	c=17 d=2.00891 t=7179
da li 	大力	c=0 d=9.73123e-05 t=7179
da li jian she 	大力建設	c=1 d=0.000978001 t=7179
da liang 	大量	c=4 d=1.11008 t=7179
da lu 	大陸	c=1 d=1 t=961
da lu ren 	大陸人	c=1 d=1 t=3453
da ma 	大媽	c=1 d=0.000246044 t=7179
da ma 	大罵	c=1 d=2.13457e-09 t=7179
da qi 	大氣	c=1 d=9.05916e-15 t=7179
da shen 	大神	c=3 d=2.92093e-08 t=7179
da shu pian 	大薯片	c=2 d=0.287583 t=7179
da suan 	打算	c=1 d=3.79212e-05 t=7179
da tou 	大頭	c=0 d=0.1 t=3012
da tou er zi 	大頭兒子	c=1 d=1 t=3013
da wen jian 	大文件	c=1 d=1.41319e-10 t=7179
da wen ti 	大問題	c=1 d=9.68434e-06 t=7179
da xiao 	大小	c=4 d=0.00370513 t=7179
da xiao 	大笑	c=1 d=2.54938e-10 t=7179
da xiao qia dang 	大小恰當	c=1 d=1.68289e-06 t=7179
da xiao xie 	大小寫	c=1 d=7.30162e-07 t=7179
da xie 	大寫	c=2 d=3.38418e-10 t=7179
da xing 	大型	c=1 d=3.21586e-07 t=7179
da xu 	大虛	c=1 d=1 t=4067
da xue 	大學	c=14 d=0.0793563 t=7179
da ya 	大牙	c=1 d=5.13208e-06 t=7179
da yi 	大一	c=0 d=0.000390694 t=7179
da yi hao 	大一號	c=1 d=0.00392653 t=7179
da yi tong 	大一統	c=7 d=0.00251976 t=7179
da yin 	打印	c=4 d=7.9084e-05 t=7179
da yin ji 	打印機	c=1 d=1 t=2755
da yue 	大約	c=3 d=0.774916 t=7179
da yue shi 	大約是	c=2 d=5.62095e-10 t=7179
da zai 	搭載	c=1 d=4.21553e-15 t=7179
da zi 	打字	c=1 d=0.00568457 t=7179
dai 	帶	c=2 d=0.759572 t=7179
dai biao 	代表	c=3 d=0.00187511 t=7179
dai ji 	待機	c=1 d=0.13466 t=7179
dai jia 	代價	c=4 d=7.53426e-15 t=7179
dai kuan 	貸款	c=1 d=9.42406e-09 t=7179
dai lai 	帶來	c=2 d=2.75875e-13 t=7179
dai li 	代理	c=10 d=0.554327 t=7179
dai li she zhi 	代理設置	c=1 d=1 t=1415
dai ma 	代碼	c=42 d=0.0947594 t=7179
dai ti 	代替	c=1 d=1.58214e-15 t=7179
dan 	單	c=1 d=0.000724521 t=7179
dan 	蛋	c=1 d=6.70662e-07 t=7179
dan bei 	單倍	c=7 d=0.00373588 t=7179
dan bei hang jian ju 	單倍行間距	c=1 d=3.43242e-09 t=7179
dan bei hang ju 	單倍行距	c=1 d=1.0677e-06 t=7179
dan ci 	單詞	c=2 d=0.83527 t=7179
dan dan 	淡淡	c=1 d=4.45161e-09 t=7179
dan du 	單獨	c=1 d=0.13332 t=7179
dan fan 	但凡	c=2 d=0.000885615 t=7179
dan ge 	單個	c=1 d=3.71893e-11 t=7179
dan he xin 	單核心	c=1 d=1 t=4112
dan mian 	單面	c=3 d=0.00015976 t=7179
dan mian da yin 	單面打印	c=1 d=3.26669e-15 t=7179
dan pian ji 	單片機	c=5 d=0.901625 t=7179
dan shi 	但是	c=88 d=1.84235 t=7179
dan wei 	單位	c=4 d=0.238115 t=7179
dan yuan 	單元	c=1 d=0.1764 t=7179
dan yuan ge 	單元格	c=1 d=0.000271921 t=7179
dan zi 	單子	c=2 d=0.128728 t=7179
dang 	當	c=2 d=0.0555762 t=7179
dang 	黨	c=2 d=1.03635e-06 t=7179
dang an 	檔案	c=1 d=7.36222e-16 t=7179
dang chu 	當初	c=1 d=1 t=2901
dang dao 	當道	c=1 d=6.43249e-16 t=7179
dang qian 	當前	c=11 d=0.0585405 t=7179
dang qian xiao guo 	當前效果	c=1 d=0.000508015 t=7179
dang ran 	當然	c=2 d=0.00532682 t=7179
dang shi 	當時	c=2 d=0.00581841 t=7179
dao 	刀	c=1 d=1 t=2362
dao 	到	c=22 d=1.49799 t=7179
dao ban 	盜版	c=1 d=2.40092e-10 t=7179
dao bu shi 	倒不是	c=1 d=2.21098e-11 t=7179
dao chu 	導出	c=2 d=0.621885 t=7179
dao di 	到底	c=4 d=0.0710054 t=7179
dao ru 	導入	c=6 d=7.54586e-05 t=7179
dao shi 	倒是	c=5 d=0.0536674 t=7179
dao shu 	導數	c=1 d=7.07114e-12 t=7179
dao xian zai 	到現在	c=5 d=2.83066e-06 t=7179
dao yan 	導言	c=1 d=1.09473e-07 t=7179
dao yan qu 	導言區	c=2 d=1.97531 t=1968
dao zhi 	導致	c=11 d=0.460713 t=7179
de 	得	c=1 d=0.302704 t=7179
de 	的	c=926 d=15.3007 t=7179
de dao 	得到	c=4 d=0.0167392 t=7179
de e 	的額	c=1 d=2.06045e-05 t=7179
de lai de 	的來的	c=1 d=1 t=413
de sheng men 	德勝門	c=1 d=1 t=3061
deng 	燈	c=1 d=1 t=1622
deng 	等	c=22 d=0.32628 t=7179
deng bu ji 	等不及	c=1 d=2.68749e-13 t=7179
deng da 	等大	c=1 d=4.05509e-07 t=7179
deng deng 	等等	c=2 d=1.5383e-08 t=7179
deng guang 	燈光	c=1 d=0.100259 t=7179
deng ji 	等級	c=1 d=0.557106 t=7179
deng lu 	登錄	c=1 d=1 t=1364
deng ni 	等你	c=1 d=0.336216 t=7179
deng xin fang an 	等新方案	c=1 d=1 t=2875
deng yu 	等於	c=1 d=3.12943e-10 t=7179
deng yu hao 	等於號	c=1 d=5.29287e-16 t=7179
di 	低	c=1 d=0.00939493 t=7179
di 	地	c=1 d=2.34164e-10 t=7179
di 	第	c=7 d=0.0156859 t=7179
di 	遞	c=0 d=4.95978e-17 t=7179
di ang 	低昂	c=1 d=4.62132e-08 t=7179
di bu 	底部	c=1 d=1 t=3838
di ceng 	底層	c=1 d=1 t=1564
di er ci 	第二次	c=1 d=1 t=2850
di er ge 	第二個	c=4 d=0.00109172 t=7179
di er ye 	第二頁	c=3 d=5.85245e-07 t=7179
di fang 	地方	c=7 d=2.31755e-06 t=7179
di fen bian lv 	低分辨率	c=1 d=0.0944202 t=7179
di ji 	低級	c=3 d=0.0076459 t=7179
di jie jie gou 	遞階結構	c=1 d=4.98464e-16 t=7179
di kong 	地空	c=1 d=5.08447e-14 t=7179
di liu ji 	第六季	c=1 d=1.00587e-10 t=7179
di mian 	地面	c=1 d=6.28884e-15 t=7179
di pei zhi 	低配置	c=1 d=8.70246e-13 t=7179
di que 	的確	c=3 d=0.878095 t=7179
di que shi 	的確是	c=9 d=0.661216 t=7179
di san fang 	第三方	c=2 d=0.0953692 t=7179
di san ge 	第三個	c=3 d=0.0247235 t=7179
di san ji 	第三季	c=1 d=1.62977e-11 t=7179
di san jie 	第三節	c=1 d=4.39893e-16 t=7179
di san tiao 	第三條	c=1 d=1.16845e-08 t=7179
di si ban 	第四版	c=1 d=3.88204e-16 t=7179
di tie 	地鐵	c=1 d=7.50967e-14 t=7179
di wu ge 	第五個	c=2 d=1.33456e-05 t=7179
di wu zhang 	第五章	c=1 d=3.92106e-16 t=7179
di xiao 	抵消	c=1 d=1.0631e-14 t=7179
di yi 	第一	c=0 d=3.55468e-10 t=7179
di yi ci 	第一次	c=1 d=1.15164e-14 t=7179
di yi ge 	第一個	c=1 d=1.1806e-12 t=7179
di yi ji 	第一季	c=2 d=3.2597e-11 t=7179
di yi mian 	第一麪	c=1 d=3.5725e-09 t=7179
di yi pian 	第一篇	c=1 d=1 t=1473
di yi ye 	第一頁	c=1 d=4.25573e-09 t=7179
di yu 	地獄	c=1 d=1 t=3433
di zhi 	地址	c=4 d=0.179602 t=7179
dian 	殿	c=1 d=1 t=4581
dian 	電	c=4 d=0.535261 t=7179
dian 	點	c=7 d=0.0800583 t=7179
dian dong 	電動	c=2 d=1.00728e-14 t=7179
dian dong yun tai 	電動雲臺	c=1 d=4.70571e-15 t=7179
dian hua 	電話	c=2 d=1.00001 t=4569
dian hua ben 	電話本	c=1 d=9.52363e-15 t=7179
dian ji 	電機	c=1 d=3.92999e-12 t=7179
dian ji 	點擊	c=8 d=0.753003 t=7179
dian ku 	典庫	c=1 d=3.44189e-12 t=7179
dian li 	電力	c=1 d=1 t=3657
dian liang 	電量	c=1 d=1 t=1629
dian lu 	電路	c=2 d=6.97056e-12 t=7179
dian lu ban 	電路板	c=1 d=4.45313e-13 t=7179
dian lu tu 	電路圖	c=1 d=4.34318e-13 t=7179
dian mian 	店面	c=1 d=0.0397558 t=7179
dian nao 	電腦	c=14 d=0.527329 t=7179
dian shi 	電視	c=1 d=1 t=3078
dian tou 	點頭	c=1 d=9.4942e-08 t=7179
dian xin 	電信	c=2 d=0.00163142 t=7179
dian xin ban 	電信版	c=1 d=1 t=2574
dian xing 	典型	c=1 d=0.07502 t=7179
dian ying 	電影	c=6 d=4.84197 t=3168
dian yuan 	電源	c=0 d=1.76065e-09 t=7179
dian zi 	電子	c=11 d=0.425348 t=7179
dian zi chan pin 	電子產品	c=3 d=6.77891e-09 t=7179
dian zi xin xi 	電子信息	c=1 d=4.05024e-15 t=7179
dian zi xue 	電子學	c=1 d=1.0158e-08 t=7179
diao 	屌	c=4 d=0.0953692 t=7179
diao 	掉	c=6 d=0.496585 t=7179
diao 	貂	c=3 d=9.61444e-09 t=7179
diao bao 	碉堡	c=1 d=0.104874 t=7179
diao bao 	調包	c=1 d=0.105399 t=7179
diao su 	掉速	c=1 d=8.39886e-07 t=7179
diao xia lai 	掉下來	c=0 d=0.0390628 t=7179
diao xia lai le 	掉下來了	c=1 d=0.392586 t=7179
diao yan 	調研	c=1 d=3.43417e-15 t=7179
diao yong 	調用	c=5 d=0.341298 t=7179
ding 	丁	c=1 d=1 t=2914
ding 	頂	c=1 d=5.21319e-14 t=7179
ding bi 	定比	c=1 d=1.00293e-05 t=7179
ding le 	定了	c=1 d=0.143704 t=7179
ding peng 	丁鵬	c=1 d=1 t=2922
ding wei 	定位	c=4 d=0.000388746 t=7179
ding yi 	定義	c=18 d=0.531946 t=7179
ding zhi 	定製	c=1 d=0.213312 t=7179
ding zhi ban 	定製版	c=1 d=2.15676e-13 t=7179
ding zhi xing 	定製性	c=1 d=2.25526e-09 t=7179
ding zhu 	頂住	c=1 d=1 t=3146
diu 	丟	c=1 d=0.114178 t=7179
diu ren 	丟人	c=2 d=0.0643081 t=7179
diu shi 	丟失	c=5 d=3.66469e-07 t=7179
dong 	冬	c=1 d=0.937067 t=7179
dong 	動	c=2 d=5.42537e-05 t=7179
dong 	懂	c=2 d=0.0150719 t=7179
dong feng 	東風	c=0 d=0.0158025 t=7179
dong feng wei xiao 	東風唯笑	c=10 d=0.158817 t=7179
dong hua 	動畫	c=2 d=2.5358e-07 t=7179
dong jing 	動靜	c=1 d=2.44351e-11 t=7179
dong qi lai 	動起來	c=1 d=0.00104368 t=7179
dong tai 	動態	c=0 d=2.59549e-16 t=7179
dong tai bian yi 	動態編譯	c=1 d=2.6085e-15 t=7179
dong tian 	冬天	c=4 d=0.900325 t=7179
dong xi 	東西	c=21 d=0.2489 t=7179
dou 	都	c=56 d=1.90759 t=7179
dou bu 	都不	c=1 d=0.00409665 t=7179
dou bu ai kan 	都不愛看	c=1 d=0.0411719 t=7179
dou bu zhi dao 	都不知道	c=1 d=2.89532e-07 t=7179
dou dong 	抖動	c=1 d=1.43504e-14 t=7179
dou hen 	都很	c=1 d=7.08588e-14 t=7179
dou hen cha 	都很差	c=1 d=0.00102302 t=7179
dou hen gao 	都很高	c=1 d=1.03418e-13 t=7179
dou hui 	都會	c=3 d=0.106992 t=7179
dou kai shi 	都開始	c=1 d=1 t=4676
dou ke neng 	都可能	c=1 d=0.203926 t=7179
dou ke yi 	都可以	c=2 d=1.51477e-15 t=7179
dou le 	逗樂	c=0 d=5.83344e-14 t=7179
dou neng yong 	都能用	c=1 d=0.00453922 t=7179
dou shi 	都是	c=45 d=2.3466 t=7179
dou wo 	逗我	c=1 d=1.0365e-10 t=7179
dou xu yao 	都需要	c=2 d=1.08637e-13 t=7179
dou yao 	都要	c=1 d=0.00222055 t=7179
dou yi jing 	都已經	c=1 d=0.0572688 t=7179
dou yi yang 	都一樣	c=2 d=0.273898 t=7179
dou you 	都有	c=1 d=0.355226 t=7179
dou you wen ti 	都有問題	c=1 d=1.48949e-11 t=7179
dou zai 	都在	c=2 d=0.116484 t=7179
du 	度	c=4 d=0.299534 t=7179
du 	杜	c=2 d=2.09359e-08 t=7179
du 	讀	c=2 d=0.000207633 t=7179
du cheng 	讀成	c=1 d=0.0605068 t=7179
du du 	讀讀	c=1 d=1 t=2900
du fu 	杜甫	c=6 d=0.0368832 t=7179
du hong yu 	杜宏羽	c=1 d=1 t=2541
du ka qi 	讀卡器	c=1 d=3.51082e-10 t=7179
du le 	讀了	c=1 d=0.264477 t=7179
du li 	獨立	c=1 d=0.231078 t=7179
du mo 	鍍膜	c=1 d=1 t=4339
du qu 	讀取	c=4 d=1.86079 t=3806
du xian sheng 	杜先生	c=1 d=1.33112e-12 t=7179
du xian sheng 	讀先生	c=1 d=1.32448e-12 t=7179
duan 	斷	c=1 d=5.87685e-12 t=7179
duan 	段	c=7 d=0.0121569 t=7179
duan 	短	c=1 d=1.9919e-15 t=7179
duan 	端	c=0 d=0.000145173 t=7179
duan dian 	斷點	c=1 d=1 t=4024
duan hou 	段後	c=17 d=0.0172852 t=7179
duan kou 	端口	c=1 d=1 t=2728
duan le 	短了	c=1 d=2.58079e-07 t=7179
duan lian 	鍛鍊	c=1 d=1.49284e-08 t=7179
duan luo 	段落	c=1 d=4.88261e-08 t=7179
duan qian 	段前	c=18 d=0.0184434 t=7179
duan qian duan hou 	段前段後	c=4 d=0.00137462 t=7179
duan xin 	短信	c=1 d=8.11274e-11 t=7179
dui 	對	c=18 d=1.60074 t=7179
dui bi 	對比	c=2 d=0.000133333 t=7179
dui chang 	對唱	c=1 d=1 t=3708
dui ci 	對此	c=1 d=9.03731e-16 t=7179
dui de 	對的	c=1 d=0.606531 t=7179
dui hua kuang 	對話框	c=1 d=1 t=3618
dui jiao xian 	對角線	c=1 d=1.15086e-06 t=7179
dui le 	對了	c=4 d=0.00843893 t=7179
dui ma 	對嗎	c=2 d=2.86509e-11 t=7179
dui o 	對哦	c=2 d=1.01826e-07 t=7179
dui pen 	對噴	c=1 d=1.33135e-14 t=7179
dui qi 	對其	c=5 d=0.191092 t=7179
dui qi 	對齊	c=2 d=0.000410858 t=7179
dui shu 	對數	c=1 d=1.30184e-15 t=7179
dui ying 	對應	c=3 d=0.00705269 t=7179
dui yu 	對於	c=9 d=0.266725 t=7179
dui yu neng gou 	對於能夠	c=1 d=6.52526e-08 t=7179
dui zhan 	堆棧	c=1 d=0.20344 t=7179
dui zhan 	對戰	c=1 d=1.82429e-14 t=7179
dui zhan zhi zhen 	堆棧指針	c=1 d=0.180866 t=7179
dui zhe 	對着	c=1 d=7.01651e-09 t=7179
dun 	頓	c=0 d=2.07219e-14 t=7179
duo 	多	c=10 d=1.33823 t=7179
duo ban ben 	多版本	c=1 d=0.25924 t=7179
duo cai yong 	多採用	c=1 d=4.04955e-13 t=7179
duo ci yi ju 	多此一舉	c=1 d=0.000283018 t=7179
duo da 	多大	c=2 d=1.43532e-05 t=7179
duo ge 	多個	c=3 d=0.527292 t=7179
duo ge ren 	多個人	c=2 d=0.0151184 t=7179
duo jia 	多家	c=1 d=1.27914e-14 t=7179
duo jiu 	多久	c=2 d=1.09442 t=3357
duo mei ti 	多媒體	c=1 d=3.47707e-14 t=7179
duo shao 	多少	c=4 d=0.678984 t=7179
duo shao ren 	多少人	c=3 d=3.49577e-06 t=7179
duo xian cheng 	多線程	c=1 d=1 t=3059
duo xuan yi 	多旋翼	c=3 d=2.1961e-13 t=7179
duo yang 	多樣	c=1 d=9.61935e-15 t=7179
duo yu 	多餘	c=1 d=8.6323e-06 t=7179
duo yue 	多月	c=0 d=1.19246e-13 t=7179
duo zhong 	多種	c=1 d=9.57137e-15 t=7179
e 	額	c=1 d=0.690734 t=7179
e xin 	噁心	c=1 d=2.00058e-11 t=7179
ei 	誒	c=1 d=1.82429e-14 t=7179
en 	恩	c=39 d=0.759934 t=7179
en mian 	恩眄	c=1 d=2.4059e-05 t=7179
er 	二	c=3 d=0.00305798 t=7179
er 	而	c=8 d=0.474734 t=7179
er bu shi 	而不是	c=6 d=0.10435 t=7179
er cheng fa 	二乘法	c=2 d=2.62175e-15 t=7179
er guo 	而過	c=1 d=6.33456e-12 t=7179
er hao 	二號	c=6 d=0.00596326 t=7179
er he yi 	二合一	c=2 d=1.99501 t=3816
er ji 	二級	c=1 d=0.000108909 t=7179
er ji biao ti 	二級標題	c=1 d=1.09228e-09 t=7179
er jin zhi 	二進制	c=1 d=9.61117e-05 t=7179
er qie 	而且	c=6 d=0.316637 t=7179
er shi 	而是	c=4 d=1.53147e-05 t=7179
er shou 	二手	c=1 d=0.205975 t=7179
er tong 	兒童	c=1 d=1 t=3165
er wei ma 	二維碼	c=3 d=8.42849e-06 t=7179
er yan 	而言	c=1 d=3.03013e-13 t=7179
er yi 	而已	c=3 d=4.21199e-05 t=7179
er yue 	二月	c=1 d=1 t=205
er zi 	二字	c=3 d=7.82956e-08 t=7179
er zi 	兒子	c=0 d=0.1 t=3012
fa 	法	c=2 d=2.40045e-15 t=7179
fa 	發	c=6 d=0.314562 t=7179
fa bu 	發佈	c=1 d=0.000113353 t=7179
fa bu hui 	發佈會	c=1 d=1 t=4663
fa guang 	發光	c=1 d=0.873716 t=7179
fa guo 	法國	c=0 d=0.00340475 t=7179
fa guo gong ji 	法國公雞	c=1 d=0.0342181 t=7179
fa lv 	法律	c=1 d=1 t=3717
fa sheng 	發生	c=1 d=0.000129737 t=7179
fa song 	發送	c=3 d=8.9311e-10 t=7179
fa song dao 	發送到	c=3 d=1.92758e-13 t=7179
fa xian 	發現	c=6 d=0.655819 t=7179
fa xing 	發行	c=0 d=0.0615697 t=7179
fa xing ban 	發行版	c=8 d=0.618783 t=7179
fa xing bang ni 	發行幫你	c=1 d=1.12321e-14 t=7179
fa yi fen 	發一份	c=1 d=3.98032e-16 t=7179
fa zhan 	發展	c=4 d=1.21214e-13 t=7179
fan 	反	c=1 d=8.81418e-16 t=7179
fan cha 	反查	c=1 d=4.11005e-11 t=7179
fan chang 	返廠	c=2 d=1.9802 t=2648
fan er 	反而	c=1 d=1 t=1547
fan jian 	繁簡	c=0 d=1.05964e-06 t=7179
fan jian ti 	繁簡體	c=1 d=1.06495e-05 t=7179
fan ke 	凡客	c=1 d=2.58703e-06 t=7179
fan kui 	反饋	c=3 d=1.06647 t=3678
fan kui dao 	反饋到	c=1 d=1 t=3578
fan lai fu qu 	翻來覆去	c=1 d=0.56836 t=7179
fan le 	翻了	c=1 d=4.46313e-10 t=7179
fan nao 	煩惱	c=1 d=4.87167e-11 t=7179
fan qiang 	翻牆	c=2 d=2.20633e-08 t=7179
fan ti 	繁體	c=1 d=9.75051e-06 t=7179
fan ti shu ru 	繁體輸入	c=1 d=6.7904e-06 t=7179
fan ti zhong wen 	繁體中文	c=1 d=7.7518e-05 t=7179
fan wei 	範圍	c=2 d=1.98511 t=4146
fan wen 	範文	c=1 d=0.00173804 t=7179
fan xiang 	反向	c=1 d=1 t=412
fan xin 	翻新	c=1 d=4.95894e-14 t=7179
fan ye 	翻頁	c=2 d=4.79235e-09 t=7179
fan yi 	翻譯	c=11 d=0.00341424 t=7179
fan yi wei 	翻譯爲	c=1 d=0.0652193 t=7179
fan zheng 	反正	c=12 d=0.136014 t=7179
fang 	放	c=3 d=1.26055e-12 t=7179
fang an 	方案	c=9 d=0.0012789 t=7179
fang bian 	方便	c=3 d=1.63679e-05 t=7179
fang chu 	放出	c=1 d=1.16041e-15 t=7179
fang da 	放大	c=1 d=1.23813e-13 t=7179
fang fa 	方法	c=16 d=1.86601 t=7179
fang gen 	方根	c=0 d=1.14887e-16 t=7179
fang gen fa 	方根法	c=1 d=1.15463e-15 t=7179
fang le 	放了	c=1 d=1.19246e-12 t=7179
fang mian 	方面	c=3 d=0.000754089 t=7179
fang shi 	方式	c=7 d=0.00937227 t=7179
fang song 	仿宋	c=5 d=0.0221515 t=7179
fang song 	放鬆	c=1 d=1 t=1819
fang wen 	訪問	c=4 d=1.00001 t=3990
fang xiang 	方向	c=4 d=0.000277414 t=7179
fang xin 	放心	c=1 d=1 t=1124
fang zai 	放在	c=2 d=0.0046312 t=7179
fang zhen 	仿真	c=1 d=1.76917e-06 t=7179
fang zhi 	放置	c=5 d=2.03314e-05 t=7179
fang zhi 	紡織	c=0 d=0.1 t=3850
fang zhi 	防止	c=1 d=1 t=4120
fang zhi bu 	紡織布	c=1 d=1 t=3851
fang zhi zai 	放置在	c=1 d=0.103312 t=7179
fang zhi zai 	紡織在	c=1 d=1 t=1261
fedora 	Fedora	c=1 d=1.79591e-06 t=7179
fei 	非	c=1 d=1 t=1106
fei chang 	非常	c=9 d=0.814647 t=7179
fei chang de 	非常的	c=1 d=3.15218e-07 t=7179
fei chang duo 	非常多	c=2 d=1.73196e-13 t=7179
fei chang gao 	非常高	c=1 d=0.980199 t=7179
fei che 	飛車	c=1 d=2.30717e-12 t=7179
fei dian 	費電	c=1 d=1 t=3502
fei ji piao 	飛機票	c=1 d=2.69261e-06 t=7179
fei jian 	飛濺	c=0 d=2.46086e-07 t=7179
fei jian ping mu 	飛濺屏幕	c=1 d=2.47319e-06 t=7179
fei le 	廢了	c=1 d=0.484325 t=7179
fei mao 	肥貓	c=1 d=4.17004e-05 t=7179
fei shi 	費時	c=1 d=1 t=352
fei su 	飛速	c=1 d=3.44248e-14 t=7179
fei xian xing 	非線性	c=2 d=7.14349e-12 t=7179
fei xing 	飛行	c=5 d=1.13754e-13 t=7179
fei xing qi 	飛行器	c=4 d=7.95595e-14 t=7179
fei yao 	非要	c=1 d=1 t=1966
feilipu 	PHILIPS	c=5 d=7.81653e-06 t=7179
fen 	分	c=2 d=0.000352872 t=7179
fen bian lv 	分辨率	c=6 d=0.763684 t=7179
fen bie 	分別	c=2 d=0.366045 t=7179
fen bie wei 	分別爲	c=1 d=8.33965e-12 t=7179
fen cheng 	分成	c=1 d=5.00963e-16 t=7179
fen ge 	分隔	c=1 d=4.39594e-08 t=7179
fen jie 	芬姐	c=1 d=0.0773047 t=7179
fen lei 	分類	c=3 d=0.0773047 t=7179
fen liang 	分量	c=1 d=9.98777e-16 t=7179
fen qu 	分區	c=4 d=0.763379 t=7179
fen san 	分散	c=1 d=0.410656 t=7179
fen san dui qi 	分散對其	c=1 d=4.67985e-09 t=7179
fen shu 	分數	c=1 d=1.72608e-10 t=7179
fen wei 	分爲	c=3 d=1.31984e-14 t=7179
fen xi 	分析	c=2 d=3.15715e-15 t=7179
fen xi fa 	分析法	c=0 d=3.92106e-17 t=7179
fen xiang 	分享	c=0 d=0.1 t=2815
fen xiang lv 	分享率	c=1 d=1 t=2816
fen zhong 	分鐘	c=2 d=2.15849e-13 t=7179
feng ge 	風格	c=3 d=0.0075396 t=7179
feng le 	瘋了	c=1 d=2.62613e-06 t=7179
feng mian 	封面	c=8 d=7.51987e-05 t=7179
feng shan 	風扇	c=4 d=2.18268 t=7179
feng zheng 	風箏	c=1 d=1 t=3812
feng zhuang 	封裝	c=2 d=0.176528 t=7179
fo 	佛	c=1 d=5.12144e-11 t=7179
fo zhen 	佛振	c=2 d=1.94649 t=672
fou ze 	否則	c=3 d=0.524525 t=7179
fu 	副	c=4 d=8.94763e-09 t=7179
fu 	甫	c=2 d=1.9802 t=1035
fu 	福	c=1 d=1 t=1747
fu 	符	c=0 d=1.89394e-07 t=7179
fu ban 	副板	c=1 d=1 t=3840
fu bei 	父輩	c=2 d=1.98511 t=3445
fu biao ti 	副標題	c=2 d=0.000128406 t=7179
fu dong 	浮動	c=2 d=3.62817e-05 t=7179
fu du 	幅度	c=1 d=0.000278804 t=7179
fu fei 	付費	c=1 d=0.71177 t=7179
fu gai 	覆蓋	c=4 d=2.23208e-05 t=7179
fu hao 	符號	c=6 d=0.0155673 t=7179
fu he 	符合	c=5 d=1.10211 t=7179
fu jin 	附近	c=2 d=1.83662e-05 t=7179
fu li ji suan 	複利計算	c=0 d=0.1 t=2365
fu li ji suan qi 	複利計算器	c=1 d=1 t=2366
fu lu 	附錄	c=4 d=0.000499247 t=7179
fu wei 	復位	c=2 d=1.99005 t=2051
fu wu 	服務	c=9 d=0.000208852 t=7179
fu wu qi 	服務器	c=6 d=0.898459 t=7179
fu yin 	福音	c=1 d=2.27166e-06 t=7179
fu za 	複雜	c=3 d=0.251579 t=7179
fu zai 	負載	c=1 d=4.32225e-15 t=7179
fu zhi 	複製	c=4 d=0.00440634 t=7179
fu zhi 	賦值	c=3 d=1.01753 t=3621
fu zhu 	輔助	c=1 d=1.08964e-10 t=7179
gai 	改	c=2 d=0.394554 t=7179
gai 	該	c=6 d=0.205312 t=7179
