# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.2.0
#@/tick	7179
#@/user_id	ff85f8fa-9b37-4781-86d8-a82aef9341bf
a 	啊	c=21 d=1.40163 t=7179
gai bian 	改變	c=1 d=1 t=754
gai cheng 	改成	c=1 d=4.01758e-08 t=7179
gai dao 	蓋到	c=1 d=6.82793e-12 t=7179
gai kuo 	概括	c=1 d=1 t=2520
gai le 	改了	c=1 d=6.9827e-11 t=7179
gai li 	該例	c=1 d=6.76229e-16 t=7179
gai nian 	概念	c=2 d=3.28258e-08 t=7179
gai shan 	改善	c=1 d=1.45321e-15 t=7179
gai shi 	該是	c=1 d=6.76114e-14 t=7179
gai zhuang cheng 	改裝成	c=1 d=1.42395e-11 t=7179
gan 	幹	c=1 d=1 t=3822
gan ai 	敢愛	c=1 d=1 t=4593
gan dao 	幹到	c=1 d=0.162026 t=7179
gan de 	乾的	c=1 d=0.136695 t=7179
gan jue 	感覺	c=5 d=0.201897 t=7179
gan kuai 	趕快	c=1 d=0.191092 t=7179
gan ma 	幹嘛	c=11 d=0.132655 t=7179
gan ran 	感染	c=1 d=9.23902e-11 t=7179
gan shen me 	幹什麼	c=1 d=4.8091e-06 t=7179
gan te tu 	甘特圖	c=6 d=4.31736e-13 t=7179
gan xie 	感謝	c=1 d=3.17673e-10 t=7179
gan xing qu 	感興趣	c=1 d=2.82335e-05 t=7179
gan zao 	乾燥	c=1 d=6.92994e-10 t=7179
gang 	剛	c=1 d=0.0148464 t=7179
gang gang 	剛剛	c=7 d=0.286505 t=7179
gang wei 	崗位	c=2 d=0.101617 t=7179
gang wu ju 	港務局	c=1 d=1.43875e-15 t=7179
gao 	搞	c=7 d=0.0510864 t=7179
gao 	高	c=4 d=0.612626 t=7179
gao bu 	高埠	c=0 d=0.00145524 t=7179
gao bu ding 	搞不定	c=8 d=0.433632 t=7179
gao bu dong 	搞不懂	c=1 d=9.85783e-09 t=7179
gao bu ming bai 	搞不明白	c=1 d=0.0146986 t=7179
gao bu ming bai 	高埠明白	c=1 d=0.0146253 t=7179
gao dao 	搞到	c=2 d=0.447088 t=7179
gao ding 	搞定	c=10 d=0.262462 t=7179
gao du 	高度	c=2 d=0.00279101 t=7179
gao du ji cheng 	高度集成	c=1 d=3.55589e-13 t=7179
gao ji 	高級	c=0 d=0.0285076 t=7179
gao jie 	高階	c=1 d=1 t=2809
gao ke kao xing 	高可靠性	c=1 d=3.59163e-13 t=7179
gao liang 	高亮	c=2 d=0.588605 t=7179
gao qing 	高清	c=5 d=1.17602 t=7179
gao shou 	高手	c=1 d=0.0875977 t=7179
gao su 	告訴	c=6 d=0.558451 t=7179
gao su 	高速	c=1 d=6.89772e-14 t=7179
gao su wo 	告訴我	c=2 d=1.63409e-05 t=7179
gao tong 	高通	c=2 d=0.00815747 t=7179
gao xing 	高興	c=1 d=1 t=1519
gao yi gao 	搞一搞	c=1 d=0.0468877 t=7179
gao zhi 	告知	c=1 d=1 t=3647
gaotong 	Qualcomm	c=3 d=0.0342456 t=7179
ge 	個	c=9 d=0.951061 t=7179
ge 	各	c=4 d=5.41676e-15 t=7179
ge 	歌	c=1 d=2.41336e-12 t=7179
ge 	隔	c=1 d=1.86024e-10 t=7179
ge ci 	歌詞	c=1 d=7.97268e-12 t=7179
ge fang an 	各方案	c=3 d=5.84045e-15 t=7179
ge ge 	各個	c=5 d=0.000751025 t=7179
ge ji 	各級	c=1 d=0.0124007 t=7179
ge lie 	各列	c=1 d=1.09284e-15 t=7179
ge ren 	個人	c=2 d=1.02248 t=2971
ge shi 	格式	c=13 d=0.50502 t=7179
ge shi hua 	格式化	c=1 d=0.767206 t=7179
ge shou 	歌手	c=2 d=6.09175e-15 t=7179
ge shu 	個數	c=1 d=3.39007e-10 t=7179
ge yao su 	各要素	c=2 d=2.30641e-15 t=7179
ge yi hang 	隔一行	c=1 d=0.0566989 t=7179
ge zhong 	各種	c=6 d=8.73053e-14 t=7179
ge zi 	個字	c=1 d=3.88006e-10 t=7179
ge zi 	格子	c=1 d=3.19982e-07 t=7179
gei 	給	c=12 d=0.594521 t=7179
gei chu 	給出	c=3 d=0.000261259 t=7179
gei chu dao 	給出到	c=1 d=1.16243e-06 t=7179
gei de 	給的	c=3 d=0.00216029 t=7179
gei ding zhi 	給定值	c=1 d=1 t=2064
gei ge 	給個	c=2 d=3.31821e-15 t=7179
gei ni 	給你	c=8 d=0.0277 t=7179
gei ni men 	給你們	c=2 d=9.38738e-14 t=7179
gei ta 	給他	c=1 d=0.460704 t=7179
gei wo 	給我	c=9 d=0.0531307 t=7179
gei wo ba 	給我吧	c=1 d=0.000911882 t=7179
gei wo men 	給我們	c=1 d=3.63464e-06 t=7179
gei yi ge 	給一個	c=1 d=0.00019647 t=7179
gen 	根	c=1 d=6.62839e-16 t=7179
gen 	跟	c=2 d=0.463013 t=7179
gen ju 	根據	c=6 d=0.319819 t=7179
gen ni 	跟你	c=1 d=0.00120654 t=7179
gen sui 	跟隨	c=7 d=0.377192 t=7179
gen wo 	跟我	c=2 d=5.60807e-10 t=7179
gen zong 	跟蹤	c=1 d=5.10996e-14 t=7179
geng 	更	c=2 d=3.22793e-14 t=7179
geng bu yong shuo 	更不用說	c=1 d=1.42323e-05 t=7179
geng da 	更大	c=2 d=2.9136e-14 t=7179
geng duo 	更多	c=6 d=0.827045 t=7179
geng duo de 	更多的	c=1 d=6.38171e-11 t=7179
geng gai 	更改	c=10 d=0.694795 t=7179
geng gao 	更高	c=2 d=3.0788e-14 t=7179
geng hao 	更好	c=4 d=2.13476 t=7179
geng hao dian 	更好點	c=1 d=1.05762e-12 t=7179
geng hao yong 	更好用	c=1 d=0.071719 t=7179
geng hao yong le 	更好用了	c=1 d=0.392586 t=7179
geng huan 	更換	c=4 d=1.89186 t=3902
geng jia 	更加	c=14 d=0.50443 t=7179
geng kuai 	更快	c=1 d=0.00481991 t=7179
geng xin 	更新	c=12 d=0.951229 t=7179
geng xin wei 	更新爲	c=1 d=1 t=3299
gong 	共	c=1 d=0.0287246 t=7179
gong 	工	c=1 d=9.21674e-12 t=7179
gong bu 	公佈	c=1 d=2.98502e-13 t=7179
gong cheng 	工程	c=4 d=1.2071e-14 t=7179
gong cheng shi 	工程師	c=1 d=1 t=3597
gong gao 	公告	c=0 d=2.81846e-15 t=7179
gong gong 	公共	c=2 d=1.00061 t=3220
gong ji 	公雞	c=0 d=0.00340475 t=7179
gong ju 	工具	c=8 d=0.144968 t=7179
gong kai 	公開	c=4 d=0.00354068 t=7179
gong lv 	功率	c=1 d=1 t=4227
gong neng 	功能	c=8 d=0.212913 t=7179
gong shi 	公式	c=13 d=1.03769e-06 t=7179
gong si 	公司	c=10 d=0.576538 t=7179
gong tong dian 	共同點	c=1 d=5.48998e-05 t=7179
gong xian 	貢獻	c=2 d=1.05198 t=7179
gong xiang 	共享	c=7 d=0.970446 t=7179
gong xiang dai ma 	共享代碼	c=1 d=7.54474e-10 t=7179
gong xiang fu wu 	共享服務	c=1 d=1 t=2798
gong yong 	共用	c=2 d=0.278037 t=7179
gong zi 	公子	c=5 d=0.00109584 t=7179
gong zuo 	工作	c=2 d=0.167442 t=7179
gong zuo ji cun qi 	工作寄存器	c=1 d=0.173774 t=7179
gong zuo liang 	工作量	c=1 d=1.07638e-13 t=7179
gong zuo zu 	工作組	c=1 d=1 t=2786
google 	Google	c=3 d=0.0154523 t=7179
gou 	夠	c=1 d=0.0675326 t=7179
gou le 	夠了	c=3 d=0.00142298 t=7179
gou mai 	購買	c=3 d=0.0857553 t=7179
gou mai li 	購買力	c=1 d=1 t=354
gou ming xian 	夠明顯	c=1 d=0.140858 t=7179
gou tong 	溝通	c=1 d=0.0026852 t=7179
gou wo 	夠我	c=1 d=1.24235e-06 t=7179
gou wo yong le 	夠我用了	c=1 d=1.23729e-05 t=7179
gou yong 	夠用	c=1 d=5.1098e-10 t=7179
gou yong jiu hao 	夠用就好	c=1 d=4.66856e-10 t=7179
gu ding 	固定	c=9 d=0.986071 t=7179
gu ding ping tai 	固定平臺	c=2 d=5.1267e-14 t=7179
gu ding wei 	固定爲	c=2 d=6.9468e-08 t=7179
gu ding yun tai 	固定雲臺	c=1 d=4.65889e-15 t=7179
gu ding zai 	固定在	c=1 d=0.491644 t=7179
gu ding zhi 	固定值	c=1 d=1 t=1958
gu ge 	谷歌	c=0 d=0.00569831 t=7179
gu ge shu ru fa 	谷歌輸入法	c=1 d=0.0572688 t=7179
gu ji 	估計	c=1 d=2.64747e-13 t=7179
gu tai 	固態	c=1 d=7.37876e-13 t=7179
gu yi 	故意	c=1 d=0.0642483 t=7179
gu zhang 	故障	c=2 d=1.67032 t=2385
gu zhang pai chu 	故障排除	c=1 d=1 t=1411
gu zi 	穀子	c=0 d=0.0571209 t=7179
gua 	刮	c=1 d=1 t=1597
gua 	掛	c=1 d=0.146607 t=7179
gua duan 	掛斷	c=1 d=1 t=4568
gua le 	掛了	c=1 d=0.15259 t=7179
gua zai 	掛在	c=0 d=5.41405e-11 t=7179
gua zai 	掛載	c=1 d=1.06238e-06 t=7179
gua zai mu lu 	掛在目錄	c=1 d=4.0169e-06 t=7179
guai shei 	怪誰	c=1 d=0.0599047 t=7179
guan bi 	關閉	c=5 d=0.158572 t=7179
guan ce 	觀測	c=0 d=7.35971e-13 t=7179
guan ce shu ju 	觀測數據	c=1 d=7.39661e-12 t=7179
guan fang 	官方	c=3 d=0.00911727 t=7179
guan fang de 	官方的	c=1 d=0.0916297 t=7179
guan fang yuan 	官方源	c=1 d=1 t=4087
guan jia 	管家	c=1 d=0.970446 t=7179
guan jian 	關鍵	c=2 d=1.47417e-07 t=7179
guan jian ci 	關鍵詞	c=10 d=8.94559e-05 t=7179
guan jian shi 	關鍵是	c=2 d=3.00868e-10 t=7179
guan jian zi 	關鍵字	c=2 d=0.000595087 t=7179
guan jun 	冠軍	c=1 d=1 t=3709
guan li 	管理	c=7 d=1.41801 t=7179
guan li qi 	管理器	c=3 d=0.00511796 t=7179
guan lian 	關聯	c=1 d=1 t=1950
guan ta 	管他	c=0 d=0.0261846 t=7179
guan ta ne 	管他呢	c=1 d=0.263158 t=7179
guan wang 	官網	c=1 d=0.08291 t=7179
guan xi 	關係	c=7 d=0.980199 t=7179
guan yu 	關於	c=7 d=0.000599701 t=7179
guan zhu 	關注	c=1 d=3.20974e-14 t=7179
guang 	光	c=1 d=1 t=867
guang biao 	光標	c=3 d=6.24832e-11 t=7179
guang dong ren 	廣東人	c=2 d=4.32107e-09 t=7179
guang fan 	廣泛	c=3 d=7.02667e-14 t=7179
guang gao 	廣告	c=2 d=0.160414 t=7179
guang qu 	光驅	c=2 d=3.06234e-12 t=7179
guang ying 	光影	c=1 d=2.74224e-15 t=7179
gui 	鬼	c=1 d=1 t=4669
gui 	龜	c=2 d=1.9802 t=3158
gui ding 	規定	c=1 d=1.48514e-06 t=7179
gui fan 	規範	c=5 d=0.0299187 t=7179
gui gen jie di 	歸根結底	c=1 d=1 t=3923
gui jie wei 	歸結爲	c=1 d=7.36222e-16 t=7179
gui le 	貴了	c=1 d=4.30963e-10 t=7179
gui yi 	詭異	c=1 d=1.01057e-06 t=7179
gui yi hua 	歸一化	c=3 d=2.77506e-15 t=7179
gui ze 	規則	c=2 d=2.01142e-08 t=7179
gui zheng 	規整	c=2 d=0.755784 t=7179
gun 	滾	c=1 d=0.0144424 t=7179
gun dong 	滾動	c=2 d=1.04438 t=3354
gun dong tiao 	滾動條	c=1 d=3.1305e-14 t=7179
gun nei he 	滾內核	c=1 d=0.145148 t=7179
guo 	過	c=6 d=0.551563 t=7179
guo 	郭	c=1 d=1 t=2909
guo cheng 	過程	c=8 d=0.0344728 t=7179
guo cheng zhong 	過程中	c=2 d=0.346456 t=7179
guo he 	過河	c=2 d=2.85801e-15 t=7179
guo ji hua 	國際化	c=1 d=2.11808e-06 t=7179
guo jia 	國家	c=2 d=2.83799e-07 t=7179
guo lai 	過來	c=1 d=4.00027e-16 t=7179
guo le 	過了	c=1 d=0.159614 t=7179
guo li ye 	郭立曄	c=1 d=1 t=2921
guo lv 	過濾	c=0 d=0.1 t=2670
guo lv lie biao 	過濾列表	c=1 d=1 t=2671
guo nei 	國內	c=3 d=0.0654152 t=7179
guo nei wai 	國內外	c=1 d=2.24478e-13 t=7179
guo qi 	過期	c=1 d=1 t=1069
guo qing 	國慶	c=1 d=2.86651e-07 t=7179
guo qu 	過去	c=2 d=1.67642e-11 t=7179
guo ran 	果然	c=3 d=0.272535 t=7179
guo re 	過熱	c=1 d=1 t=4122
guo ren 	國人	c=1 d=1.4936e-14 t=7179
guo shi 	過時	c=1 d=1.16845e-08 t=7179
guo shi le 	過時了	c=1 d=1.30117e-09 t=7179
ha 	哈	c=1 d=0.00032882 t=7179
ha ha 	哈哈	c=4 d=0.000352662 t=7179
hai 	還	c=24 d=0.93639 t=7179
hai bu cuo 	還不錯	c=6 d=0.697676 t=7179
hai bu ru 	還不如	c=1 d=6.11565e-10 t=7179
hai hao ba 	還好吧	c=1 d=7.23266e-13 t=7179
hai hui 	還會	c=2 d=1.5037e-05 t=7179
hai ke yi 	還可以	c=1 d=1.78725e-08 t=7179
hai mei you 	還沒有	c=2 d=4.50157e-15 t=7179
hai na bai chuan 	海納百川	c=1 d=4.50876e-12 t=7179
hai neng 	還能	c=1 d=0.489192 t=7179
hai shi 	還是	c=49 d=1.53141 t=7179
hai shi shuo 	還是說	c=1 d=0.00150344 t=7179
hai shi yao 	還是要	c=1 d=0.224249 t=7179
hai tao 	海淘	c=1 d=0.0178634 t=7179
hai wai 	海外	c=1 d=5.61921e-14 t=7179
hai wan 	還玩	c=1 d=2.06684e-12 t=7179
hai xiang 	還想	c=2 d=0.460704 t=7179
hai xing 	還行	c=1 d=0.00101284 t=7179
hai yang 	海洋	c=0 d=0.000752142 t=7179
hai yao 	還要	c=3 d=0.0753961 t=7179
hai ying gai 	還應該	c=1 d=3.20146e-13 t=7179
hai you 	還有	c=8 d=0.591555 t=7179
hai zai 	還在	c=3 d=5.27988e-05 t=7179
hai zhi chi 	還支持	c=1 d=2.59549e-15 t=7179
hai zi 	孩子	c=2 d=0.182298 t=7179
han 	含	c=1 d=1 t=925
han hua 	漢化	c=3 d=0.0183156 t=7179
han hua bao 	漢化包	c=1 d=1 t=1757
han jie 	焊接	c=1 d=4.47545e-13 t=7179
han shu 	函數	c=3 d=0.0086088 t=7179
han wen 	韓文	c=1 d=1.89319e-09 t=7179
han yi 	含義	c=1 d=2.56879e-11 t=7179
han zi 	漢子	c=1 d=0.000500451 t=7179
hang 	行	c=15 d=0.019744 t=7179
hang jian ju 	行間距	c=1 d=3.68921e-09 t=7179
hang ju 	行距	c=29 d=0.0175218 t=7179
hang pai 	航拍	c=6 d=4.25857e-12 t=7179
hang she 	航攝	c=1 d=3.01502e-13 t=7179
hang shu 	行數	c=1 d=1 t=3582
hao 	好	c=27 d=0.612815 t=7179
hao 	號	c=25 d=0.276601 t=7179
hao ba 	好吧	c=19 d=0.661978 t=7179
hao chu 	好處	c=1 d=0.319819 t=7179
hao da 	好大	c=1 d=5.76244e-16 t=7179
hao de 	好的	c=13 d=0.559898 t=7179
hao de duo 	好得多	c=1 d=7.79596e-13 t=7179
hao dian 	好點	c=1 d=6.04122e-13 t=7179
hao dian 	耗電	c=1 d=1 t=2413
hao dong xi 	好東西	c=1 d=5.16131e-14 t=7179
hao duo 	好多	c=0 d=7.54089e-05 t=7179
hao duo le 	好多了	c=1 d=0.000757869 t=7179
hao duo nian 	好多年	c=1 d=0.194952 t=7179
hao duo tian 	好多天	c=1 d=0.146607 t=7179
hao fu za 	好複雜	c=1 d=3.02859e-07 t=7179
hao gong ju 	好工具	c=1 d=0.157237 t=7179
hao hai zi 	好孩子	c=6 d=0.179596 t=7179
hao hao 	好好	c=1 d=0.380983 t=7179
hao ji bai 	好幾百	c=1 d=0.927743 t=7179
hao ji ge ren 	好幾個人	c=1 d=1.34057e-07 t=7179
hao jiu 	好久	c=1 d=0.225373 t=7179
hao kan 	好看	c=7 d=1.68153e-07 t=7179
hao kuai 	好快	c=1 d=5.54988e-15 t=7179
hao la 	好啦	c=1 d=1 t=1120
hao le 	好了	c=5 d=0.0665368 t=7179
hao ma 	好嗎	c=2 d=0.000629868 t=7179
hao ma 	好嘛	c=1 d=0.000257369 t=7179
hao ma 	號碼	c=1 d=1.09005 t=2455
hao ma ku 	號碼庫	c=1 d=1 t=2456
hao mei 	好美	c=2 d=1.99501 t=3287
hao mi 	毫米	c=1 d=3.06694e-08 t=7179
hao nan ren 	好男人	c=1 d=0.00065886 t=7179
hao qi 	好奇	c=2 d=0.516851 t=7179
hao qi guai 	好奇怪	c=4 d=2.45569e-11 t=7179
hao shen 	好深	c=1 d=2.58167e-11 t=7179
hao shuo 	好說	c=0 d=4.11859e-07 t=7179
hao shuo de 	好說的	c=1 d=4.13923e-06 t=7179
hao tie 	好帖	c=0 d=5.67086e-05 t=7179
hao wu 	毫無	c=0 d=3.34653e-06 t=7179
hao wu ban fa 	毫無辦法	c=1 d=1 t=670
hao wu liao jie 	毫無瞭解	c=1 d=3.36331e-05 t=7179
hao xiang 	好像	c=3 d=0.0922108 t=7179
hao xie 	好些	c=2 d=8.74311e-09 t=7179
hao xin 	好心	c=1 d=0.187308 t=7179
hao xin ku 	號辛苦	c=1 d=2.21173e-15 t=7179
hao yan 	好言	c=1 d=0.194952 t=7179
hao yong 	好用	c=9 d=0.978145 t=7179
he 	和	c=70 d=2.13932 t=7179
he 	喝	c=1 d=6.65821e-10 t=7179
he 	鶴	c=0 d=0.1 t=4670
he bing 	合併	c=1 d=0.241714 t=7179
he ceng 	何曾	c=1 d=7.75576e-11 t=7179
he dao 	河道	c=1 d=1.46782e-15 t=7179
he dui 	覈對	c=1 d=3.34131e-16 t=7179
he fa 	合法	c=1 d=1 t=2714
he he 	呵呵	c=2 d=2.15011e-06 t=7179
he nan 	河南	c=2 d=1.046e-10 t=7179
he nan ren 	河南人	c=1 d=2.2444e-11 t=7179
he ni 	和你	c=0 d=0.000117675 t=7179
he shi 	合適	c=3 d=1.9802 t=4389
he shuang pin 	鶴雙拼	c=1 d=1 t=4671
he ta 	和他	c=1 d=7.25014e-12 t=7179
he tao 	核桃	c=0 d=1.78725e-09 t=7179
he xian 	核顯	c=4 d=1.55001 t=7179
he xin 	核心	c=4 d=0.633232 t=7179
he zi 	盒子	c=1 d=0.739049 t=7179
hei 	黑	c=1 d=0.100051 t=3962
hei dong 	黑洞	c=2 d=1.99501 t=1029
hei ping 	黑屏	c=1 d=1 t=2422
hei ti 	黑體	c=11 d=0.0043272 t=7179
hen 	很	c=3 d=0.0535261 t=7179
hen bu cuo 	很不錯	c=1 d=0.210136 t=7179
hen cha 	很差	c=1 d=1 t=345
hen chang 	很長	c=1 d=1.46025e-13 t=7179
hen da 	很大	c=2 d=0.00130462 t=7179
hen duo 	很多	c=3 d=0.0199888 t=7179
hen duo dou shi 	很多都是	c=1 d=0.20089 t=7179
hen duo ren 	很多人	c=1 d=0.763379 t=7179
hen gao 	很高	c=2 d=0.255788 t=7179
hen gao xing 	很高興	c=1 d=1 t=2073
hen hao 	很好	c=3 d=0.705394 t=7179
hen hao yong 	很好用	c=1 d=1 t=644
hen jian dan 	很簡單	c=1 d=9.35922e-16 t=7179
hen jiu 	很久	c=3 d=3.51082e-10 t=7179
hen jiu yi qian 	很久以前	c=1 d=2.07649e-08 t=7179
hen kuai 	很快	c=2 d=5.99654e-10 t=7179
hen li hai 	很厲害	c=1 d=1 t=564
hen nan 	很難	c=1 d=0.0128093 t=7179
hen nan zhao 	很難找	c=1 d=0.128735 t=7179
hen qiang 	很強	c=1 d=4.7653e-16 t=7179
hen qing xi 	很清晰	c=1 d=8.68295e-16 t=7179
hen xiao 	很小	c=1 d=5.03131e-08 t=7179
hen you 	很有	c=1 d=0.0195457 t=7179
hen zheng chang 	很正常	c=1 d=2.04064e-09 t=7179
hen zhuan ye 	很專業	c=1 d=0.537944 t=7179
heng 	恆	c=1 d=0.118731 t=7179
heng pian yi 	恆便宜	c=1 d=0.486752 t=7179
heng xian 	橫線	c=1 d=1 t=3089
heng xiang 	橫向	c=1 d=1 t=3353
hong bao 	宏包	c=5 d=0.0417529 t=7179
hong bao 	紅包	c=1 d=2.64154e-16 t=7179
hong mi 	紅米	c=1 d=1 t=3761
hou 	後	c=18 d=1.35128 t=7179
hou mian 	後面	c=5 d=0.00292232 t=7179
hou tai 	後臺	c=1 d=1 t=1336
hou xuan 	候選	c=0 d=0.00675424 t=7179
hou xuan ci 	候選詞	c=2 d=0.889173 t=7179
hou zhe 	後者	c=1 d=0.965605 t=7179
hou zhui ming 	後綴名	c=1 d=1 t=166
hu 	戶	c=1 d=0.412714 t=7179
hu nan wei shi 	湖南衛視	c=1 d=1 t=2367
hu ran 	忽然	c=1 d=3.2398e-06 t=7179
hu shi 	忽視	c=1 d=1 t=1129
hu shuo ba dao 	胡說八道	c=1 d=3.9292e-11 t=7179
hua 	花	c=1 d=1 t=1991
hua 	話	c=3 d=0.0342181 t=7179
hua bei 	花唄	c=1 d=1 t=1990
hua cheng 	畫成	c=1 d=1.10935e-15 t=7179
hua le 	花了	c=1 d=5.7337e-16 t=7179
hua mian 	畫面	c=2 d=3.75312e-14 t=7179
hua qian 	花錢	c=1 d=0.398519 t=7179
hua shi da 	華師大	c=1 d=1 t=1993
hua shuo 	話說	c=10 d=1.35177 t=7179
hua tu 	畫圖	c=2 d=3.41688e-05 t=7179
hua wei 	華爲	c=1 d=0.0403566 t=7179
hua zhi 	畫質	c=1 d=2.51228e-14 t=7179
huai 	壞	c=1 d=0.115325 t=7179
huai an 	淮安	c=1 d=1 t=2598
huai de 	壞的	c=1 d=0.102797 t=7179
huai le 	壞了	c=1 d=1 t=2851
huai nian 	懷念	c=0 d=0.0271173 t=7179
huai yi 	懷疑	c=6 d=1.32096 t=7179
huan 	換	c=2 d=0.240508 t=7179
huan cun 	緩存	c=1 d=1.07531 t=3300
huan cun wen jian 	緩存文件	c=1 d=1 t=3301
huan hang 	換行	c=1 d=1 t=375
huan he 	緩和	c=2 d=0.248032 t=7179
huan ji 	換季	c=1 d=0.0724398 t=7179
huan ji 	換機	c=1 d=1 t=2855
huan jing 	環境	c=4 d=0.215928 t=7179
huan jing bian liang 	環境變量	c=1 d=4.28667e-06 t=7179
huan man 	緩慢	c=0 d=0.1 t=3991
huan ping mu 	換屏幕	c=1 d=0.113608 t=7179
huan rao 	環繞	c=2 d=8.73825e-16 t=7179
huan shang 	換上	c=1 d=2.19427e-10 t=7179
huan yang 	豢養	c=1 d=0.000210716 t=7179
huan ying 	歡迎	c=1 d=1 t=1159
huan yuan 	還原	c=1 d=0.995012 t=7179
huang 	黃	c=1 d=1 t=2600
huang dong 	晃動	c=1 d=1.02142e-14 t=7179
huang ye 	黃頁	c=1 d=1 t=2465
hui 	回	c=2 d=6.58972e-06 t=7179
hui 	會	c=11 d=0.739525 t=7179
hui bei 	會被	c=2 d=4.33973e-06 t=7179
hui bu hui 	會不會	c=1 d=5.21141e-10 t=7179
hui che 	回車	c=4 d=4.72425e-09 t=7179
hui che jian 	回車鍵	c=2 d=1.12745 t=728
hui che kong zhi fu 	回車控制符	c=1 d=5.13382e-10 t=7179
hui chuan 	回傳	c=1 d=2.01615e-14 t=7179
hui da 	回答	c=1 d=0.00115345 t=7179
hui fu 	回覆	c=0 d=0.1 t=2666
hui fu 	恢復	c=2 d=1.80252 t=7179
hui fu dao 	恢復到	c=1 d=1 t=4358
hui gui 	回歸	c=2 d=1.91851 t=3283
hui lai 	回來	c=1 d=1 t=3275
hui qu 	回去	c=2 d=2.17344e-06 t=7179
hui shi 	回事	c=1 d=0.0357931 t=7179
hui shi 	會是	c=1 d=0.000347412 t=7179
hui shou 	回首	c=1 d=6.39823e-12 t=7179
hui tu 	繪圖	c=2 d=1.53407e-05 t=7179
hui you 	會有	c=1 d=1.22582e-13 t=7179
hui zhi 	繪製	c=2 d=0.000305061 t=7179
hui zhi chu 	繪製出	c=1 d=2.66627e-08 t=7179
hui zong 	彙總	c=1 d=1.00882e-15 t=7179
hun da 	混搭	c=1 d=0.0780817 t=7179
hun he 	混合	c=2 d=0.000315927 t=7179
hun luan 	混亂	c=1 d=0.70822 t=7179
huo 	或	c=1 d=0.156453 t=7179
huo de 	獲得	c=2 d=1.02215 t=4549
huo dong 	活動	c=2 d=1.31646e-14 t=7179
huo feng huang 	火鳳凰	c=1 d=1 t=3143
huo hai 	禍害	c=1 d=8.3167e-09 t=7179
huo qu 	獲取	c=1 d=5.13208e-06 t=7179
huo shi 	或是	c=1 d=1 t=1185
huo zhe 	或者	c=6 d=0.0477517 t=7179
huo zhe shi 	或者是	c=8 d=0.450945 t=7179
huo zhe shuo 	或者說	c=1 d=0.0439369 t=7179
huo zi dian 	活字典	c=1 d=2.98553e-15 t=7179
imac 	iMac	c=0 d=0.1 t=4152
intel 	Intel	c=2 d=2.88412e-12 t=7179
ios 	iOS	c=1 d=0.00158844 t=7179
ji 	即	c=1 d=0.123687 t=7179
ji 	及	c=2 d=0.336536 t=7179
ji 	機	c=1 d=3.63828e-12 t=7179
ji ben 	基本	c=6 d=5.84555e-08 t=7179
ji ben yuan li 	基本原理	c=1 d=4.46541e-16 t=7179
ji bie 	級別	c=1 d=0.0773047 t=7179
ji cha 	極差	c=1 d=0.000236397 t=7179
ji chang 	機場	c=1 d=3.60093e-14 t=7179
ji cheng 	繼承	c=2 d=1.11688e-06 t=7179
ji cheng 	集成	c=3 d=8.04152e-08 t=7179
ji chu 	基礎	c=2 d=0.818731 t=7179
ji chu shang 	基礎上	c=1 d=2.65433e-14 t=7179
ji ci 	幾次	c=1 d=2.04169e-15 t=7179
ji cun qi 	寄存器	c=0 d=0.0172907 t=7179
ji cuo 	記錯	c=1 d=1 t=2825
ji da 	極大	c=1 d=2.43174e-13 t=7179
ji de 	記得	c=2 d=1.22857e-10 t=7179
ji di 	極低	c=1 d=0.000234044 t=7179
ji du 	極度	c=1 d=1 t=3501
ji ge 	幾個	c=11 d=0.937067 t=7179
ji ge ren 	幾個人	c=0 d=1.33388e-08 t=7179
ji gou 	機構	c=1 d=5.73273e-14 t=7179
ji he 	集合	c=1 d=0.0169922 t=7179
ji hu 	幾乎	c=3 d=0.609709 t=7179
ji hu dou 	幾乎都	c=1 d=0.481909 t=7179
ji hua 	計劃	c=0 d=3.50355e-16 t=7179
ji huo 	激活	c=1 d=0.382893 t=7179
ji jia 	技嘉	c=3 d=2.14587e-12 t=7179
ji jia 	極佳	c=1 d=2.26657e-09 t=7179
ji jin 	激進	c=2 d=1.40052 t=4333
ji ju 	幾句	c=1 d=5.5739e-07 t=7179
ji ke 	即可	c=1 d=8.61148e-07 t=7179
ji lei 	積累	c=1 d=5.40825e-05 t=7179
ji li 	機理	c=1 d=1.21908e-07 t=7179
ji lu 	極路	c=0 d=0.1 t=2674
ji lu 	記錄	c=4 d=0.0414876 t=7179
ji lu you 	極路由	c=1 d=1 t=2675
ji ning 	濟寧	c=2 d=5.34634e-06 t=7179
ji pen hua 	幾盆花	c=1 d=3.09134e-13 t=7179
ji qi 	及其	c=3 d=3.53595e-12 t=7179
ji qi 	極其	c=2 d=2.03608 t=4169
ji qi 	機器	c=4 d=0.0202592 t=7179
ji qi huan man 	極其緩慢	c=1 d=1 t=3992
ji qi zhou qi 	機器週期	c=1 d=0.170333 t=7179
ji qing 	基情	c=1 d=2.99122e-08 t=7179
ji ran 	既然	c=1 d=1.87857e-06 t=7179
ji shi 	即時	c=1 d=1 t=3316
ji shi 	幾十	c=1 d=0.431711 t=7179
ji shi ben 	記事本	c=3 d=8.86105e-12 t=7179
